time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010445700000	14.1493	2.8812	5.06176	6.79606	0.345871	lidar	0.445089	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.4013	3.0014	5.31884	6.79841	0.317218	radar	1.25928	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.6124	3.05237	5.19285	6.77496	0.259357	lidar	2.59614	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8422	3.22328	5.34593	6.81006	0.289729	radar	3.10048	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0556	3.42073	5.39119	6.85957	0.341324	lidar	0.622915	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2621	3.59844	5.22831	6.90065	0.383918	radar	2.46437	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4774	3.78	5.27306	6.93306	0.403393	lidar	0.274143	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6876	3.9145	5.23615	6.93928	0.382832	radar	1.19507	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9124	4.04077	5.21491	6.93653	0.350856	lidar	0.378327	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1076	4.19661	5.02698	6.95966	0.366009	radar	1.17935	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3011	4.38948	5.07781	6.99426	0.390081	lidar	0.260558	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5129	4.5558	5.19015	7.00457	0.372872	radar	0.797672	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6904	4.71341	5.14385	7.01985	0.367563	lidar	0.488027	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8445	4.88808	4.79268	7.05915	0.413295	radar	2.42057	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	16.9995	5.11929	4.877	7.11225	0.46088	lidar	0.628443	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.1743	5.27503	4.89042	7.11771	0.43256	radar	1.56743	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3286	5.45225	4.87116	7.1389	0.431706	lidar	0.0973099	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4902	5.60185	4.79353	7.1437	0.407851	radar	2.68695	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.6815	5.71224	4.7039	7.11992	0.343992	lidar	1.27655	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8318	5.89076	4.62104	7.14316	0.357036	radar	0.445829	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	17.9999	6.09612	4.69942	7.16732	0.36725	lidar	1.15781	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1541	6.30032	4.80698	7.18991	0.370441	radar	1.00086	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2706	6.56306	4.91169	7.24982	0.430413	lidar	0.945584	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4042	6.77498	4.89771	7.27771	0.44188	radar	0.262989	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5542	6.89513	4.73986	7.25703	0.379885	lidar	1.32439	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7059	7.1045	4.91554	7.2669	0.358818	radar	0.723555	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9103	7.23467	4.82882	7.22848	0.279108	lidar	3.45685	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	19.0039	7.41451	4.53405	7.26224	0.319151	radar	3.46267	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0821	7.71529	4.71793	7.33979	0.408041	lidar	2.15724	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2073	7.91611	4.78099	7.34967	0.387845	radar	0.300274	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.282	8.1441	4.78621	7.39041	0.417118	lidar	1.25068	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3821	8.35424	4.8644	7.40526	0.399841	radar	2.0689	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4816	8.48542	4.66053	7.39463	0.354238	lidar	2.93242	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5782	8.68101	4.56792	7.41242	0.358521	radar	0.391592	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7408	8.85731	4.54695	7.39221	0.306449	lidar	3.87166	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8208	9.06514	4.43155	7.4227	0.336096	radar	0.877529	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9432	9.31505	4.56292	7.44253	0.343439	lidar	3.58239	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9962	9.51886	4.35557	7.48361	0.391119	radar	1.89677	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0716	9.78293	4.49513	7.52353	0.421967	lidar	1.36699	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.1313	10.0434	4.71403	7.55641	0.428388	radar	7.60303	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1698	10.3459	4.88586	7.61346	0.479854	lidar	1.09527	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1838	10.5827	4.74355	7.66723	0.536984	radar	2.45379	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2349	10.8716	4.88803	7.70403	0.552773	lidar	2.09784	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2569	11.1475	5.04587	7.73787	0.551635	radar	4.77983	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.2954	11.3757	4.98785	7.75445	0.536343	lidar	0.092855	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.239	11.6234	4.75842	7.83983	0.651783	radar	8.82015	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3154	11.8453	4.70592	7.83512	0.602645	lidar	5.34717	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3395	12.089	4.95677	7.83002	0.514031	radar	4.43821	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3184	12.3964	5.12586	7.87502	0.541871	lidar	0.708581	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2661	12.6332	4.92474	7.93883	0.623446	radar	2.58474	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3011	12.8507	4.8261	7.94045	0.583931	lidar	2.27944	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.2962	13.072	4.77617	7.95757	0.564762	radar	2.15057	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2673	13.2683	4.66437	7.98216	0.557894	lidar	0.855914	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2308	13.5028	4.74135	8.00328	0.534381	radar	1.37465	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.205	13.7732	4.83578	8.02662	0.531972	lidar	1.49876	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.154	13.9926	4.74584	8.06146	0.553297	radar	0.744756	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.0916	14.2604	4.85427	8.09494	0.562959	lidar	0.413426	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0196	14.4901	4.86506	8.12492	0.560373	radar	1.32512	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9002	14.7627	5.01891	8.17526	0.591371	lidar	0.922617	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8361	14.9777	4.99671	8.18458	0.54179	radar	3.40686	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8233	15.1737	4.81488	8.18246	0.502913	lidar	2.35551	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.7035	15.3629	4.51984	8.26786	0.65751	radar	7.13185	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6928	15.5213	4.29483	8.26813	0.613421	lidar	2.95894	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.6176	15.7055	4.2796	8.28583	0.58235	radar	1.23752	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4959	15.9419	4.43423	8.32371	0.595511	lidar	0.384323	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.403	16.1428	4.49467	8.33057	0.53382	radar	1.84218	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2903	16.3263	4.4654	8.36157	0.538882	lidar	0.303433	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.1815	16.5127	4.43443	8.39115	0.547009	radar	0.197389	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0284	16.7544	4.62903	8.4262	0.558657	lidar	0.586251	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8674	16.948	4.60976	8.5009	0.679646	radar	6.45868	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6573	17.2249	4.96541	8.54512	0.694985	lidar	1.99541	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5669	17.425	4.88981	8.50514	0.514823	radar	6.14053	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3338	17.6414	5.09581	8.55471	0.542643	lidar	3.48326	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.1904	17.8411	5.09402	8.55125	0.463914	radar	1.8116	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.0781	18.0116	4.93893	8.56203	0.449432	lidar	1.09647	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.905	18.1582	4.83868	8.61457	0.522194	radar	2.5086	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.803	18.2734	4.5713	8.6327	0.511359	lidar	1.00389	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6826	18.4415	4.50262	8.6385	0.477237	radar	6.35302	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4639	18.6496	4.73674	8.66728	0.483834	lidar	0.737839	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.29	18.7821	4.67275	8.70829	0.523627	radar	1.87485	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1391	18.9104	4.56476	8.73271	0.521365	lidar	0.156014	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9729	19.0798	4.59267	8.7438	0.494277	radar	2.98888	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7463	19.2049	4.66016	8.78603	0.51516	lidar	2.84175	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5491	19.3637	4.73455	8.81247	0.526337	radar	3.28594	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.2976	19.5476	4.96545	8.83702	0.522739	lidar	0.709656	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.077	19.6264	4.90131	8.89475	0.582573	radar	10.1548	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8671	19.7724	4.94052	8.9151	0.571977	lidar	0.688496	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6883	19.8917	4.78259	8.9128	0.489384	radar	3.27423	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4388	20.0602	4.97631	8.92653	0.474347	lidar	0.983413	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2088	20.2152	5.0629	8.93514	0.448172	radar	5.32438	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0445	20.3302	4.90959	8.94789	0.438808	lidar	2.03104	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8119	20.412	4.91831	8.99077	0.48172	radar	2.29448	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6025	20.5269	4.90302	9.00763	0.473485	lidar	0.572787	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3543	20.6206	5.00064	9.04725	0.516063	radar	1.19972	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.112	20.6896	4.99414	9.08167	0.526281	lidar	0.691822	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.8673	20.7659	5.04407	9.11808	0.553643	radar	0.231587	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.584	20.8314	5.14653	9.15307	0.560381	lidar	1.34381	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3285	20.8668	5.21003	9.20913	0.628362	radar	1.85197	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.0971	20.8932	5.11575	9.24872	0.640259	lidar	0.269006	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.8679	20.9529	5.02998	9.26618	0.610713	radar	2.0125	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7037	20.9747	4.7869	9.29984	0.622017	lidar	2.17014	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4449	21.0198	4.86254	9.32351	0.610268	radar	2.57179	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.196	21.0567	4.89483	9.3476	0.601305	lidar	0.164515	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.9628	21.0747	4.88459	9.37886	0.608057	radar	0.908237	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7303	21.038	4.82134	3.14543	0.634061	lidar	1.75476	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4899	21.022	4.79671	3.18071	0.635537	radar	1.03778	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.286	21.01	4.70129	3.21464	0.641728	lidar	0.539554	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0348	20.9699	4.73075	3.25327	0.647008	radar	4.11747	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.8356	20.9278	4.63231	3.29487	0.662506	lidar	0.21874	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5979	20.9221	4.46802	3.2975	0.59196	radar	5.53113	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2738	20.9735	4.7581	3.27231	0.5104	lidar	4.10397	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0388	20.9522	4.77067	3.29327	0.506479	radar	1.00827	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.86997	20.9081	4.59253	3.33161	0.529312	lidar	1.29038	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.6535	20.8908	4.41465	3.33403	0.47531	radar	1.34668	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.47349	20.8428	4.31935	3.36601	0.48909	lidar	0.340254	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.26832	20.7929	4.38978	3.39724	0.509615	radar	1.5027	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.91327	20.7866	4.76056	3.3705	0.430159	lidar	3.43623	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.71165	20.7012	4.73324	3.41611	0.47161	radar	4.38825	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.39654	20.6293	4.96907	3.42362	0.443351	lidar	3.00291	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.16114	20.5512	4.99805	3.45219	0.456908	radar	0.0943188	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.91117	20.472	5.03299	3.47255	0.452586	lidar	0.0654465	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.68919	20.3881	5.096	3.50638	0.483327	radar	3.35655	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.33438	20.3382	5.39096	3.48437	0.415295	lidar	2.09487	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.08265	20.2488	5.33654	3.49974	0.400027	radar	0.263484	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.8236	20.1615	5.36112	3.51415	0.392321	lidar	0.0416922	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.58719	20.0735	5.28506	3.5291	0.381392	radar	0.598133	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.35905	19.9764	5.24339	3.55043	0.385694	lidar	0.129327	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.1384	19.884	5.21231	3.57104	0.392939	radar	3.09334	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.88123	19.7877	5.26065	3.58	0.377823	lidar	0.144609	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.62618	19.6467	5.45596	3.61417	0.414875	radar	1.54624	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.50812	19.5093	5.15066	3.67295	0.474415	lidar	2.64782	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.30951	19.3599	5.12477	3.71019	0.495723	radar	1.87855	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.11209	19.2548	5.05979	3.72759	0.488767	lidar	1.99775	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94596	19.1395	4.81427	3.74973	0.47759	radar	4.51577	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.80884	18.989	4.68949	3.79712	0.513975	lidar	0.525281	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.5935	18.8385	4.88688	3.81891	0.515949	radar	1.67883	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.42239	18.7067	4.82761	3.84291	0.515985	lidar	0.979001	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.26279	18.5613	4.64427	3.86776	0.506663	radar	1.00968	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.15595	18.4102	4.50572	3.91709	0.545058	lidar	1.05037	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.95552	18.2384	4.94525	3.94261	0.561528	radar	6.60146	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65067	18.0942	5.16146	3.9015	0.457595	lidar	3.12865	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
